// Reference=MNI		
// 2014_Hartwright		
// Subjects=28		
// Subjects=12		
-3	  53.0	 13.0
6	  51.0	 35.0
10	  58.0	  4.0
-21	  47.0	 35.0
-42	  31.0	 21.0
-42	   2.0	 25.0
36	  21.0	-14.0
9	  22.0	 55.0
-53	 -59.0	 24.0
35	  14.0	-31.0
-50	  12.0	-26.0
52	 -47.0	 -5.0
-48	 -48.0	-10.0
-34	 -27.0	-16.0
5	 -17.0	 33.0
-11	 -50.0	 32.0
-26	 -72.0	 38.0
-49	 -42.0	 46.0
-12	 -89.0	 -6.0
		
// 2020_Cracco		
// Subjects=72		
2	 -56.0	 34.0
-10	 -50.0	 36.0
-10	 -54.0	 10.0
-48	 -56.0	 24.0
-56	  -2.0	-18.0
-58	 -10.0	-16.0
52	  -8.0	-16.0
56	   8.0	-24.0
48	  14.0	-28.0
46	 -58.0	 20.0
-10	  54.0	 28.0
4	  60.0	 24.0
6	  54.0	 18.0
4	  50.0	-16.0
4	  56.0	-10.0
24	  26.0	 42.0
30	  20.0	 40.0
-48	  26.0	 -6.0
		
// 2008_Lissek		
// Subjects=13		
-2	   6.0	 20.0
38	 -22.0	 24.0
-58	 -40.0	 16.0
-56	 -68.0	 18.0
-50	 -32.0	  0.0
62	  -6.0	-16.0
60	 -64.0	  6.0
46	 -70.0	 10.0
-6	 -54.0	 36.0
34	  10.0	 34.0
40	  20.0	-20.0
-10	  18.0	 16.0
24	 -26.0	 26.0
4	 -28.0	  0.0
		
// 2014_Jenkins		
// Subjects=19		
2	 -64.0	 42.0
58	 -54.0	 34.0
0	  52.0	 46.0
56	 -26.0	-10.0
-48	 -52.0	 20.0
-54	   4.0	-24.0
-54	 -20.0	-14.0
54	   6.0	-34.0
-36	  16.0	-26.0
		
// 2001_Vogeley		
// Subjects=8		
7.21	59.21	-16.51
9.33	59.36	-14.32
58.25	10.22	37.59
58.34	-6.05	47.59
62.65	-56.64	13.29
64.68	-8.37	43.27
3.03	48.81	-13.56
56.15	10.34	39.82
		
// 2007_Kobayashi		
// Subjects=16		
41.19	45.32	27.52
56.27	-28.02	33.57
16.34	-96.34	26.27
69	-48.28	28.22
-65.2	-47.51	25.63
		
// 2007_D'Argembeau		
// Subjects=17		
-10	  14.0	 62.0
-8	 -86.0	 -6.0
-54	 -54.0	 26.0
-10	 -64.0	 38.0
-38	  62.0	 -2.0
-52	  -2.0	-32.0
		
// 2008_Abraham		
// Subjects=17		
-10.6	52.38	29.56
2.01	57.77	12.47
-42.3	0.38	-39.94
-42.32	9.19	-33.89
-54.94	-2.07	-26.38
55.94	21.53	-18.66
43.29	4.85	-30.76
62.53	-27.42	7.96
-57.99	-16.43	-2.07
37.4	-80.6	21.74
27.92	-90.34	19.13
46.85	-75.24	4.67
27.78	-73.06	-8.69
24.55	-57.32	-9.75
37.22	-57.42	-13.14
-38.78	-70.05	-1.84
59.36	-13.83	23.7
-54.79	-8.89	17.37
-45.27	-5.05	27.04
-.78	-12.3	57.24
2.47	-51.52	36.6
-13.83	44.02	-3.14
		
// 2013_Jack		
// Subjects=45		
14.23	-98.66	23.11
28.8	-82.02	-34.72
-21.93	-78.25	-34.68
-53.49	-65.91	33.48
-59.88	-60.34	22.03
55.3	-56.8	28.88
3.46	-57.74	3.72
2.47	-54.87	33.5
4.38	-54.2	-42.03
-5.01	-46.83	10.8
64.71	-44.15	10.2
7.62	-38.73	3.51
-53.68	-39.51	-.52
-35.68	-31.77	19.93
-8.28	-32.11	-6.84
19.17	-27.82	-9.52
56.15	-27.37	-7.54
-60.08	-27.36	-7.97
2.37	-19.53	42.18
-19.97	-18.89	-13.23
57.15	-16.15	-13.87
3.32	-15.18	9.69
71.93	-12.94	-15.28
23.33	-12.09	-11.73
-53.84	-6.84	-18.29
51.76	1.91	-28.39
-49.68	3.02	-30.09
34.84	14	-18.02
-37.02	13.19	-20.87
40.06	13.74	-40.23
4.4	23.22	68.1
3.15	18.48	-9.26
57.08	23.36	11.17
52.81	24.68	-1.1
-45.48	25.56	-7.24
19.08	35.44	41.65
14.87	40.42	54.65
3.04	42.16	-18.65
-1.12	52.83	18.38
20.06	54.23	38.13
5.27	54.31	41.55
-14.85	57.6	29.23
		
// 2012_Sebastian		
// Subjects=30		
8	 -60.0	 26.0
-40	 -80.0	 22.0
50	 -48.0	 20.0
56	  -6.0	-16.0
-62	 -12.0	-12.0
-46	 -54.0	-17.0
30	 -44.0	-10.0
-20	 -76.0	 50.0
-22	   8.0	 52.0
24	   8.0	 52.0
-40	  -8.0	 30.0
-46	   4.0	 36.0
		
// 2012_Cheung		
// Subjects=23		
-4	   8.0	 64.0
36	  42.0	 34.0
56	 -54.0	 44.0
-46	 -52.0	 42.0
-18	 -86.0	-18.0
2	 -32.0	 26.0
0	  -8.0	 16.0
-18	   4.0	 -2.0
-6	 -30.0	 12.0
		
// 2018_Oliver		
// Subjects=36		
54.3	   2.1	-19.2
-56.8	 -56.4	 20.1
-8.8	  54.0	 31.4
-1.3	 -59.9	 39.0
-24	 -74.5	-38.6
-6.3	   4.2	 -7.2
39.1	   1.6	 47.7
-3.8	  26.7	  8.2
21.5	  24.8	 48.9
		
// 2013_Bodden		
// Subjects=30		
36	   4.0	 52.0
40	   2.0	-26.0
24	 -64.0	 50.0
-48	 -50.0	  8.0
