// Reference=MNI		
// 2010_Shi		
// Subjects=12		
-45	-42	 48
9	-12	 15
-51	-39	 -9
63	-42	 -3
		
// 2020_Ahrens		
// Subjects=34		
-10	-20	 10
-40	4	 32
-40	-42	 50
6	8	 50
24	-28	  0
44	6	 30
18	-62	 56
		
// 2020_Pizzie		
// Subjects=48		
44	-30	 56
-28	-58	 48
-32	-66	-26
10	-58	-14
30	-52	-24
36	46	 14
		
// 2021_Hippmann		
// Subjects=23		
31	23	  5
-2	-25	-13
-5	2	 56
-30	-52	 53
-7	-70	 50
		
// 2021_Tsumura		
// Subjects=27		
28	0	 60
0	12	 46
-8	24	 34
6	20	 32
-48	6	 32
-30	-2	 58
-2	8	 60
10	8	 68
-20	10	 62
-44	2	 48
-44	40	 12
-4	34	 18
-42	28	 22
-24	8	 46
-8	0	 72
26	40	 26
-58	14	 18
46	18	 10
28	52	 26
-50	6	 10
-34	-4	 44
26	-4	 48
-54	-30	 44
-44	-40	 50
-8	-70	 50
-34	-52	 46
16	-70	 52
-28	-70	 36
-58	-26	 30
-44	-40	 32
-28	-68	 52
-18	-66	 26
16	-66	 34
-32	14	  2
28	24	  6
36	10	 -2
28	20	 -8
30	-68	-52
18	-74	-50
-44	10	 -2

// 2002_Dreher		 
// Subjects=8
-28.33	8.61	58.19
-41.14	23.69	30.6
51.85	20.13	28.07
64.49	32.98	29.34
-36.55	-54.76	58.14
39.51	-58.87	49.09
-28.31	-73.52	-42.73
1.3	-72.73	-34.08
56.27	-57.77	-4.35
-28.33	8.61	58.19
-41.14	23.69	30.6
51.88	20.81	39.13
64.49	32.98	29.34
-36.55	-54.76	58.14
39.51	-58.87	49.09
-28.31	-73.52	-42.73
1.3	-72.73	-34.08
56.27	-57.77	-4.35

// 2003_Braver		 
// Subjects=13
-15.63	8.07	64.81
-28.08	-65.67	51.07
-41.27	32.03	-5.49
-47.49	17.64	18.84
18.02	-23.08	-35.36
24.26	43.25	13.33
36.9	52.81	12.61
5.28	30.49	14.32
-15.63	8.14	65.92
-28.08	-65.67	51.07
-41.27	32.03	-5.49
-47.49	17.64	18.84
18.02	-23.08	-35.36
24.26	43.25	13.33
36.9	52.81	12.61
5.28	30.49	14.32

// 2004_Brass & Cramon		 
// Subjects=14
-37.91	7.96	31.66
59.2	23.58	14.48
38.45	-56.78	48.96

// 2004_Smith		 
// Subjects=20
34.9	16.47	5.12
49.9	-16.18	38.34
49.85	-17.33	19.55
41.31	-6.93	1.13
4.49	-13.72	50.65
42.33	5.89	3.58
-38.91	-12.41	26.4
-43.07	-23.53	34.95
-44.24	-13.61	7.64
-28.61	51.15	12

// 2005_Ruge		 
// Subjects=22
-42.14	11.21	33.68
-15.39	-64.24	55.34
-42.14	11.21	33.68
-15.39	-64.24	55.34

// 2006_Crone		 
// Subjects=20
-22	1.42	43.11
41.56	-85.61	-9.02
-32.77	33.18	12.14
-13.77	53.47	30.62
-32.73	40.98	36.02
-28.3	-2.16	54.49
45.61	-5	32.05
-26.44	39.81	16.09
-11.43	13.23	62.22
5.51	7.2	64.75
-7.09	-11.54	70.55
-32.34	-50.52	57.83
20.51	-58.62	55.85
-24.07	-43.33	1.79
-4.88	-62.02	38.47
-42.98	-40.78	46.12
-64.28	-42.78	-17.99
-49.5	-33.71	-9.82
-39.11	7.86	-21.6
51.92	-35.64	-21.38
66.59	0.61	-17.29
-59.96	-19.91	44.79
28.88	-26.09	69.11
35.2	-26.71	58.02
-12.61	8.99	10.35

// 2006_Liston		 
// Subjects=19
39.12	39.34	33.49
-33.82	46.02	32.35
2.21	18.94	32.89
57.38	-35.88	42.98
19.46	-60.87	53.79
-55.71	-35.26	34.72
-32.34	-52.76	55.76
-39.95	3.98	53.03
55.14	-40.06	-7.78
-1.91	3.17	51.75
21.41	-4.02	68.75
39.12	39.34	33.49
-33.82	46.02	32.35
2.21	18.94	32.89
57.38	-35.88	42.98
19.46	-60.87	53.79
-55.71	-35.26	34.72
-32.34	-52.76	55.76

// 2006_Rubia		 
// Subjects=22
29.52	48.68	15.15
47.72	-10.84	22.45
4.44	-4.6	44.47
-44.14	-22.76	30.47
22.29	2.06	12.84
4.44	-4.6	44.47
-10.21	-77.95	2.97
29.52	48.68	15.15
47.72	-10.84	22.45
4.44	-4.6	44.47
-44.14	-22.76	30.47
22.29	2.06	12.84
4.44	-4.6	44.47
-10.21	-77.95	2.97

// 2006_Yeung		 
// Subjects=15
38	28.7	-2.4
-31.71	24.11	1.66
-6.07	-44.6	12.87
5.31	26.49	17.92
2.37	-27.63	30.53
-9.07	-64.66	47.56
8.58	12.89	36.59
-5.89	-67.79	47.75
-34.47	-55.35	48.18
-50.41	-37.05	39.25
31.68	48.6	30.68
35.27	-68.39	32.01
38	28.7	-2.4
-31.71	24.11	1.66
-6.07	-44.6	12.87
5.31	26.49	17.92
2.37	-27.63	30.53
-9.07	-64.66	47.56
8.58	12.89	36.59
-5.89	-67.79	47.75
-34.47	-55.35	48.18
-50.41	-37.05	39.25
31.68	48.6	30.68
35.27	-68.39	32.01

// 2010_Jamadar		 
// Subjects=18
-28.08	-48.56	72.09
-40.81	-41.85	62.83
-2.7	-56.95	69.19
-52.49	-73.12	1.78
-24	-70.4	-9.67
-32.5	-62.34	-14.62
-28.08	-48.56	72.09
-40.81	-41.85	62.83
-2.7	-56.95	69.19
-52.49	-73.12	1.78
-24	-70.4	-9.67
-32.5	-62.34	-14.62
39.53	-48.2	68.34
14.21	-56.54	73.5
39.5	-39.59	71.08

// 2010_Madden		 
// Subjects=20
60.54	-45.27	26.95
40.56	-64.92	36.18
58.35	-50.6	-8.19
46.53	39.74	38.97
33.86	16.87	11.76
33.95	3.04	27.13
-14.5	-80.79	-25.67
-47.26	-68.57	-10.77
-34.65	-51.72	-13.11
17.05	-11.84	10.49
12.86	-28.18	2.75
-6.19	-21.05	1.27
-36.62	-48.22	44.37
-45.23	6.17	55.13
60.54	-45.27	26.95
40.56	-64.92	36.18
58.35	-50.6	-8.19
46.53	39.74	38.97
33.86	16.87	11.76
33.95	3.04	27.13
-14.5	-80.79	-25.67
-47.26	-68.57	-10.77
-34.65	-51.72	-13.11
17.05	-11.84	10.49
12.86	-28.18	2.75
-6.19	-21.05	1.27
-36.62	-48.22	44.37
-45.23	6.17	55.13
